ID	Gene	Control_0	Control_1	Brg1_iko_0	Brg1_iko_1	status	Average_control	Average_Brg1_iKO	log2.fold_change.	test_stat	p_value	q_value	significant
XLOC_005087	Asb13	24.1769	15.2648	23.7318	14.9101	OK	19.7209	19.321	-0.0295546	-0.100896	0.89265	0.997713	no
XLOC_003685	Senp3	15.1271	15.9951	15.6432	14.8485	OK	15.5611	15.2458	-0.0295301	-0.0822164	0.90445	0.997713	no
XLOC_021272	Snx25	32.7048	33.6142	28.8484	36.1274	OK	33.1595	32.4879	-0.029519	-0.100243	0.88795	0.997713	no
XLOC_007525	Tmem184b	36.6336	21.9163	29.3737	27.9949	OK	29.2749	28.6843	-0.0294049	-0.104643	0.8838	0.997713	no
XLOC_014057	Gpsm2	49.2281	54.8728	43.6552	58.3474	OK	52.0505	51.0013	-0.0293764	-0.0858106	0.90165	0.997713	no
XLOC_014549	Mob3c	2.54908	2.6477	2.60195	2.49013	OK	2.59839	2.54604	-0.0293612	-0.0519173	0.94225	0.997713	no
XLOC_009249	Haghl	122.589	125.257	131.019	111.853	OK	123.923	121.436	-0.0292466	-0.0916556	0.8977	0.997713	no
XLOC_007120	Aco2	125.17	133.942	123.513	130.415	OK	129.556	126.964	-0.0291579	-0.0960814	0.8883	0.997713	no
XLOC_001783	Bbs10	0.72187	1.27156	0.631066	1.32258	OK	0.996713	0.97682	-0.029085	-0.0303936	0.96745	0.998533	no
XLOC_019777	Myh14	2.94412	2.10743	2.27216	2.67868	OK	2.52578	2.47542	-0.0290528	-0.0521298	0.9407	0.997713	no
XLOC_008864	Gnl1	71.4469	58.106	68.6599	58.3118	OK	64.7765	63.4858	-0.0290347	-0.104786	0.88275	0.997713	no
XLOC_010923	Exosc1	30.0903	33.1072	32.3366	29.6019	OK	31.5988	30.9692	-0.0290339	-0.088282	0.89735	0.997713	no
XLOC_007151	Fam118a	15.8176	15.8106	15.2885	15.7102	OK	15.8141	15.4994	-0.0289986	-0.0867428	0.9052	0.997713	no
XLOC_004691	Aspg	0.0657646	0.0516902	0.115126	0	NOTEST	0.0587274	0.057563	-0.028891	0	1	1	no
XLOC_023751	Gabra3	9.10014	5.50434	7.37889	6.93873	OK	7.30224	7.15881	-0.0286194	-0.0808815	0.9056	0.997713	no
XLOC_005325	Prr7	6.63907	5.53569	7.92775	4.00788	OK	6.08738	5.96781	-0.0286193	-0.0304787	0.9641	0.998533	no
XLOC_006640	Mettl3	23.3498	23.2838	20.7972	24.9236	OK	23.3168	22.8604	-0.0285202	-0.0466797	0.9463	0.997713	no
XLOC_012601	Pdhx	31.9127	28.3392	26.5805	32.4938	OK	30.126	29.5372	-0.0284749	-0.0948812	0.891	0.997713	no
XLOC_004240	Arl16	9.74054	12.2751	11.5382	10.0474	OK	11.0078	10.7928	-0.0284615	-0.0519008	0.9394	0.997713	no
XLOC_020956	Pskh1	7.51459	6.61833	7.22334	6.63371	OK	7.06646	6.92853	-0.028439	-0.0742583	0.9148	0.997713	no
XLOC_020260	Gde1	156.139	154.836	163.969	140.974	OK	155.488	152.472	-0.0282619	-0.103346	0.87965	0.997713	no
XLOC_000690	Stau2	37.0023	35.8104	35.1713	36.2303	OK	36.4063	35.7008	-0.0282342	-0.096732	0.88995	0.997713	no
XLOC_018516	Irgq	6.73097	4.84835	5.58142	5.77453	OK	5.78966	5.67797	-0.0281035	-0.0795322	0.91005	0.997713	no
XLOC_009786	Slc35a4	93.8905	73.8397	92.4078	72.0895	OK	83.8651	82.2487	-0.0280783	-0.100374	0.88855	0.997713	no
XLOC_016004	Ephx4	21.2636	29.7729	28.4568	21.5972	OK	25.5183	25.027	-0.028047	-0.0703092	0.919	0.997713	no
XLOC_005256	Tmem170b	6.29283	5.86262	5.81838	6.10304	OK	6.07772	5.96071	-0.0280467	-0.0896183	0.90035	0.997713	no
XLOC_016895	Znhit1	49.9527	60.2096	52.3904	55.6568	OK	55.0812	54.0236	-0.0279699	-0.0509091	0.93885	0.997713	no
XLOC_009674	Calm2	493.427	524.342	457.948	540.289	OK	508.885	499.118	-0.0279572	-0.103789	0.88275	0.997713	no
XLOC_006090	Dennd6a	9.84136	12.2247	12.117	9.52606	OK	11.033	10.8215	-0.0279267	-0.0749288	0.9115	0.997713	no
XLOC_018001	Rab7	94.8222	74.4603	86.3157	79.7243	OK	84.6413	83.02	-0.0279023	-0.103321	0.88	0.997713	no
XLOC_018380	Zscan22	4.64051	4.52814	4.97876	4.01446	OK	4.58433	4.49661	-0.0278724	-0.0623329	0.9313	0.997713	no
XLOC_006633	Zfp219	65.1225	60.7199	70.4322	53.003	OK	62.9212	61.7176	-0.0278644	-0.0733639	0.91505	0.997713	no
XLOC_014335	Ncbp1	38.6646	43.0913	34.3533	45.8431	OK	40.8779	40.0982	-0.0277838	-0.097712	0.8932	0.997713	no
XLOC_002140	Pcbp3	59.0589	44.9328	54.8093	47.2028	OK	51.9958	51.006	-0.0277277	-0.0949024	0.89635	0.997713	no
XLOC_002119	Gucd1	8.74355	8.5235	8.92475	8.01589	OK	8.63352	8.47032	-0.0275325	-0.0718809	0.92025	0.997713	no
XLOC_003405	Tbrg4	23.0348	15.6473	20.9178	17.0349	OK	19.3411	18.9764	-0.0274658	-0.0771457	0.91485	0.997713	no
XLOC_016436	Ucn	1.49606	0.743995	1.34376	0.854072	OK	1.12003	1.09892	-0.0274506	-0.0131226	0.939	0.997713	no
XLOC_003429	Actr2	25.039	24.1357	22.9493	25.2986	OK	24.5873	24.124	-0.0274469	-0.0932713	0.892	0.997713	no
XLOC_023477	Rragb	32.1934	30.4296	27.9628	33.483	OK	31.3115	30.7229	-0.0273817	-0.0900431	0.9006	0.997713	no
XLOC_010196	4930503L19Rik	13.1212	11.6588	11.8896	12.425	OK	12.39	12.1573	-0.0273572	-0.0715172	0.91835	0.997713	no
XLOC_011206	Med27	65.5002	83.0849	78.8518	66.943	OK	74.2926	72.8974	-0.0273513	-0.0905171	0.8971	0.997713	no
XLOC_020600	Slc20a2	21.1217	18.1498	21.0668	17.4678	OK	19.6358	19.2673	-0.0273289	-0.0783666	0.91185	0.997713	no
XLOC_005378	Med10	148.281	146.36	154.258	134.861	OK	147.32	144.56	-0.027293	-0.0925739	0.89205	0.997713	no
XLOC_011230	Ntmt1	96.48	95.2925	106.6	81.5785	OK	95.8863	94.0894	-0.0272923	-0.0931828	0.89695	0.997713	no
XLOC_003254	Cog1	28.666	24.0474	26.1008	25.6279	OK	26.3567	25.8643	-0.0272056	-0.0701459	0.92325	0.997713	no
XLOC_007340	Ankrd46	115.074	100.53	107.822	103.758	OK	107.802	105.79	-0.02718	-0.100124	0.8879	0.997713	no
XLOC_011676	Sord	7.62204	8.27247	8.02447	7.57354	OK	7.94725	7.799	-0.0271664	-0.0594267	0.93015	0.997713	no
XLOC_022321	Deb1	139.146	175.315	157.325	151.279	OK	157.23	154.302	-0.0271256	-0.0785078	0.90845	0.997713	no
XLOC_003814	Wsb1	65.5237	83.0462	69.6946	76.118	OK	74.2849	72.9063	-0.0270257	-0.0996022	0.88735	0.997713	no
XLOC_001859	Naca	10.3459	11.7651	11.2845	10.4162	OK	11.0555	10.8504	-0.0270237	-0.0446085	0.94645	0.997713	no
XLOC_011203	Ddx31	6.50236	7.85401	6.59492	7.49602	OK	7.17818	7.04547	-0.0269222	-0.0650274	0.9238	0.997713	no
XLOC_015445	Ldlrap1	0.447489	2.12663	1.60876	0.918209	OK	1.28706	1.26349	-0.026672	-0.0280049	0.9654	0.998533	no
XLOC_004129	Cacng4	509.895	464.904	477.42	479.523	OK	487.399	478.471	-0.0266714	-0.0985064	0.8877	0.997713	no
XLOC_008963	Tfeb	9.5368	7.42681	9.27824	7.37538	OK	8.4818	8.32681	-0.0266069	-0.0542824	0.93785	0.997713	no
XLOC_021543	Ddx19b	2.45487	2.0807	2.35117	2.10171	OK	2.26779	2.22644	-0.0265448	-0.0623371	0.93145	0.997713	no
XLOC_013610	Fubp1	14.0439	14.2921	13.8909	13.9285	OK	14.168	13.9097	-0.0265447	-0.0941755	0.8903	0.997713	no
XLOC_016740	Sart3	29.9746	37.8554	32.7448	33.8506	OK	33.915	33.2977	-0.0265017	-0.0913417	0.90045	0.997713	no
XLOC_019171	Zfp771	126.682	158.066	133.626	145.942	OK	142.374	139.784	-0.0264887	-0.0773037	0.916	0.997713	no
XLOC_012584	Ext2	118.236	90.793	107.912	97.3171	OK	104.515	102.615	-0.0264688	-0.0975688	0.89035	0.997713	no
XLOC_012968	Elmo2	23.3643	20.2477	22.5232	20.298	OK	21.806	21.4106	-0.0264008	-0.0914597	0.8959	0.997713	no
XLOC_000003	Atp6v1h	66.3488	82.8831	67.6577	78.8721	OK	74.616	73.2649	-0.0263614	-0.094337	0.89475	0.997713	no
XLOC_009992	Kif5b	27.2329	29.417	26.6697	28.9551	OK	28.3249	27.8124	-0.0263463	-0.0958827	0.89225	0.997713	no
XLOC_015431	Sh3bgrl3	204.097	206.888	228.464	175.097	OK	205.493	201.781	-0.0262989	-0.0901169	0.898	0.997713	no
XLOC_018318	Tsen34	143.239	145.778	146.18	137.622	OK	144.508	141.901	-0.0262669	-0.0960169	0.89305	0.997713	no
XLOC_014899	Noc2l	72.0445	83.043	81.6663	70.6244	OK	77.5437	76.1453	-0.0262549	-0.0954823	0.8921	0.997713	no
XLOC_008508	Prdm15	2.20481	1.85365	2.02656	1.95874	OK	2.02923	1.99265	-0.0262443	-0.0533532	0.93915	0.997713	no
XLOC_014164	Cyr61	89.3604	80.6048	81.29	85.6128	OK	84.9826	83.4514	-0.0262312	-0.0936678	0.8951	0.997713	no
XLOC_001657	Thop1	65.5828	49.9575	52.7485	60.7149	OK	57.7701	56.7317	-0.0261689	-0.0913373	0.8929	0.997713	no
XLOC_010762	Fads2	191.911	187.539	174.923	197.712	OK	189.725	186.318	-0.0261464	-0.0958965	0.89225	0.997713	no
XLOC_020029	Aqp11	7.13105	5.96094	5.24271	7.61442	OK	6.546	6.42856	-0.0261167	-0.0384809	0.9558	0.997713	no
XLOC_003286	Ten1	94.7695	99.1619	104.508	85.9508	OK	96.9657	95.2295	-0.0260656	-0.038852	0.95545	0.997713	no
XLOC_015685	Gsap	16.853	12.353	14.4295	14.2558	OK	14.603	14.3427	-0.025949	-0.0835397	0.9066	0.997713	no
XLOC_014722	Fuca1	86.5097	85.2022	85.6898	82.962	OK	85.8559	84.3259	-0.0259419	-0.0947099	0.89515	0.997713	no
XLOC_012231	Uck1	36.053	31.872	36.5224	30.1964	OK	33.9625	33.3594	-0.0258488	-0.05913	0.9361	0.997713	no
XLOC_018116	Atp6v1e1	165.928	172.13	174.144	157.912	OK	169.029	166.028	-0.0258455	-0.0923857	0.89755	0.997713	no
XLOC_005681	Lyrm4	7.88343	6.8742	8.36233	6.13333	OK	7.37881	7.24783	-0.025839	-0.0516452	0.9411	0.997713	no
XLOC_023239	Taz	41.905	38.5191	42.5538	36.4429	OK	40.2121	39.4983	-0.0258365	-0.0859229	0.90405	0.997713	no
XLOC_019495	Cd3eap	19.8691	19.9434	19.734	19.3723	OK	19.9063	19.5532	-0.0258198	-0.0497488	0.94405	0.997713	no
XLOC_018157	Gapdh	0.25055	0.195871	0	0.438513	NOTEST	0.223211	0.219257	-0.0257849	0	1	1	no
XLOC_003912	Eme1	5.40345	5.37249	4.94543	5.64006	OK	5.38797	5.29274	-0.0257269	-0.0158263	0.98225	0.998533	no
XLOC_007163	Fam19a5	36.3028	33.283	37.4445	30.9172	OK	34.7929	34.1809	-0.0256036	-0.0868546	0.8974	0.997713	no
XLOC_009248	Msln	0.286526	0	0	0.281503	NOTEST	0.143263	0.140752	-0.025516	0	1	1	no
XLOC_005821	Ptch1	2.17406	2.4239	2.90796	1.60951	OK	2.29898	2.25874	-0.0254759	-0.0450307	0.94925	0.997713	no
XLOC_010869	9930021J03Rik	4.34484	4.48794	4.75384	3.92483	OK	4.41639	4.33934	-0.0253941	-0.074653	0.91455	0.997713	no
XLOC_013093	Mtfr1	2.28288	3.26134	2.53496	2.91258	OK	2.77211	2.72377	-0.0253798	-0.0443649	0.948	0.997713	no
XLOC_004121	Polg2	5.04668	7.20857	5.77874	6.26377	OK	6.12762	6.02126	-0.0252626	-0.0378108	0.9549	0.997713	no
XLOC_023495	Adgrg2	0.638845	0.140225	0.420027	0.345548	NOTEST	0.389535	0.382788	-0.0252083	0	1	1	no
XLOC_008149	Txndc11	17.6476	16.6784	18.0408	15.691	OK	17.163	16.8659	-0.0251937	-0.0535809	0.9381	0.997713	no
XLOC_006769	Cdca2	14.5582	15.5714	14.5696	15.0388	OK	15.0648	14.8042	-0.0251745	-0.0777506	0.9092	0.997713	no
XLOC_019721	Uba2	78.035	87.1977	74.777	87.5985	OK	82.6163	81.1878	-0.0251637	-0.0923251	0.8964	0.997713	no
XLOC_006096	Fam208a	3.64149	2.97068	3.18892	3.30898	OK	3.30609	3.24895	-0.0251511	-0.0521473	0.94045	0.997713	no
XLOC_021326	Slc25a42	5.02336	4.38854	5.64417	3.60605	OK	4.70595	4.62511	-0.025	-0.0539968	0.93885	0.997713	no
XLOC_006239	Thtpa	11.7485	11.3067	12.0845	10.575	OK	11.5276	11.3297	-0.0249836	-0.0683776	0.92435	0.997713	no
XLOC_008324	Gap43	445.495	418.449	440.451	408.685	OK	431.972	424.568	-0.0249427	-0.0927443	0.894	0.997713	no
XLOC_009638	Cebpz	13.2238	15.1197	13.0895	14.7682	OK	14.1717	13.9289	-0.0249389	-0.0686308	0.9219	0.997713	no
XLOC_004152	Cdc42ep4	71.471	49.1757	69.075	49.5225	OK	60.3233	59.2987	-0.0247151	-0.0906261	0.90065	0.997713	no
XLOC_016215	Alkbh4	14.4425	12.4396	13.4947	12.9342	OK	13.4411	13.2145	-0.0245276	-0.0554076	0.93865	0.997713	no
XLOC_017537	Mlf2	975.688	871.313	956.562	859.361	OK	923.5	907.961	-0.0244815	-0.0873523	0.9014	0.997713	no
XLOC_011116	Bmi1	20.9706	18.2948	17.0431	21.5626	OK	19.6327	19.3028	-0.0244445	-0.0807695	0.90785	0.997713	no
XLOC_014947	Fut9	2.27577	2.6997	2.08276	2.80923	OK	2.48774	2.446	-0.0244123	-0.0702336	0.92045	0.997713	no
XLOC_020370	Mettl10	38.7706	46.7336	43.8968	40.176	OK	42.7521	42.0364	-0.024355	-0.06946	0.92115	0.997713	no
XLOC_018680	Zfp719	3.09613	3.09456	3.04928	3.038	OK	3.09534	3.04364	-0.0243018	-0.0552983	0.9348	0.997713	no
XLOC_001299	Smyd2	94.1045	99.2119	92.4004	97.7044	OK	96.6582	95.0524	-0.0241698	-0.0859182	0.90215	0.997713	no
XLOC_004345	Ccdc71l	7.29925	6.68485	7.22472	6.52714	OK	6.99205	6.87593	-0.024162	-0.0621525	0.93205	0.997713	no
XLOC_019339	Rdh13	3.01127	4.87321	3.93255	3.82106	OK	3.94224	3.87681	-0.0241478	-0.0473809	0.9473	0.997713	no
XLOC_009091	Foxn2	2.74145	2.59592	2.79342	2.45584	OK	2.66869	2.62463	-0.0240134	-0.0497345	0.94465	0.997713	no
XLOC_004828	Eapp	40.2049	58.2316	43.9581	52.868	OK	49.2182	48.4131	-0.0237961	-0.0714051	0.92175	0.997713	no
XLOC_013886	Chtop	159.431	150.018	150.59	153.798	OK	154.724	152.194	-0.0237883	-0.0851432	0.90505	0.997713	no
XLOC_000748	2010300C02Rik	8.53354	4.38309	6.48411	6.22143	OK	6.45832	6.35277	-0.0237712	-0.0604828	0.93175	0.997713	no
XLOC_021646	Gucy1a2	0.548156	0.595286	0.604152	0.520627	NOTEST	0.571721	0.562389	-0.023743	0	1	1	no
XLOC_023013	Timm17b	60.3724	51.5169	62.007	48.0563	OK	55.9446	55.0316	-0.0237392	-0.0813516	0.90505	0.997713	no
XLOC_016460	Mxd4	31.7453	38.9808	37.6039	31.9726	OK	35.3631	34.7883	-0.023643	-0.0583854	0.93565	0.997713	no
XLOC_012788	Cenpb	22.8845	17.8015	22.3417	17.6833	OK	20.343	20.0125	-0.0236296	-0.0260032	0.9717	0.998533	no
XLOC_015454	Pnrc2	69.1792	63.8039	71.2519	59.575	OK	66.4915	65.4135	-0.0235831	-0.0844788	0.9053	0.997713	no
XLOC_008694	Tmem8	1.7577	1.3229	1.68616	1.3446	OK	1.5403	1.51538	-0.023533	-0.0333579	0.96245	0.998533	no
XLOC_018806	Mtmr10	6.82416	7.37051	6.74221	7.22343	OK	7.09734	6.98282	-0.0234679	-0.0669366	0.9231	0.997713	no
XLOC_002903	Prpf8	8.42394	8.48264	6.98027	9.65373	OK	8.45329	8.317	-0.0234497	-0.0768691	0.91155	0.997713	no
XLOC_000594	Desi2	20.1179	16.9169	18.6231	17.8162	OK	18.5174	18.2196	-0.0233881	-0.0800051	0.9099	0.997713	no
XLOC_006222	Abhd4	115.84	89.0165	115.746	85.8191	OK	102.428	100.783	-0.0233659	-0.0870277	0.9015	0.997713	no
XLOC_012105	Rsu1	186.85	191.717	202.897	169.616	OK	189.283	186.256	-0.0232569	-0.085341	0.90285	0.997713	no
XLOC_007206	Ccdc65	0.499863	0.498281	0.297602	0.684581	NOTEST	0.499072	0.491092	-0.023256	0	1	1	no
XLOC_016658	Coq2	21.5918	19.4997	23.3535	17.0811	OK	20.5457	20.2173	-0.0232506	-0.062726	0.92875	0.997713	no
XLOC_015612	Atad3a	49.8168	52.3626	50.4926	50.0541	OK	51.0897	50.2734	-0.0232385	-0.080585	0.91025	0.997713	no
XLOC_003743	Ctns	14.5115	12.704	14.8389	11.9421	OK	13.6077	13.3905	-0.0232116	-0.0673652	0.92595	0.997713	no
XLOC_005956	Cdk7	3.63216	4.10186	4.13104	3.48014	OK	3.86701	3.80559	-0.0230998	-0.0662736	0.9246	0.997713	no
XLOC_000309	Ppp1r7	25.2875	25.2458	23.9389	25.7919	OK	25.2667	24.8654	-0.0230957	-0.0794886	0.90935	0.997713	no
XLOC_011879	Trp53inp2	13.6172	8.29067	13.3036	8.25723	OK	10.9539	10.7804	-0.0230324	-0.0724002	0.9193	0.997713	no
XLOC_013444	Nras	22.3496	20.3316	20.6961	21.3099	OK	21.3406	21.003	-0.0230076	-0.0810783	0.9094	0.997713	no
XLOC_018163	Ltbr	28.0156	18.5587	25.3214	20.5199	OK	23.2872	22.9206	-0.0228879	-0.0707014	0.9234	0.997713	no
XLOC_005670	Serpinb6a	20.1264	25.2136	22.8535	21.7797	OK	22.67	22.3166	-0.02267	-0.0515673	0.94465	0.997713	no
XLOC_004443	Mnat1	14.3495	21.5177	17.0219	18.2898	OK	17.9336	17.6558	-0.0225176	-0.0673079	0.9257	0.997713	no
XLOC_016641	Cnot6l	2.21204	2.8139	2.50483	2.44331	OK	2.51297	2.47407	-0.0225048	-0.0565436	0.93695	0.997713	no
XLOC_020896	Cx3cl1	60.8662	39.6029	52.3026	46.6186	OK	50.2345	49.4606	-0.0223995	-0.0815868	0.90905	0.997713	no
XLOC_020502	Ccl25	10.5556	11.3487	11.371	10.1965	OK	10.9521	10.7838	-0.0223548	-0.0393511	0.9547	0.997713	no
XLOC_012891	Edem2	26.6569	29.6613	27.7985	27.6546	OK	28.1591	27.7265	-0.0223344	-0.0712505	0.9186	0.997713	no
XLOC_007433	Arc	2.71755	2.80995	3.53654	1.90614	OK	2.76375	2.72134	-0.0223093	-0.037334	0.95885	0.998433	no
XLOC_023846	Snx12	47.3533	50.2864	47.3085	48.8382	OK	48.8198	48.0733	-0.0222308	-0.0506075	0.948	0.997713	no
XLOC_018610	Zfp383	0.602611	0.698341	0.826476	0.454632	NOTEST	0.650476	0.640554	-0.022176	0	1	1	no
XLOC_002252	Syn3	2.57456	2.09671	2.26291	2.3374	OK	2.33564	2.30015	-0.0220862	-0.0300551	0.96515	0.998533	no
XLOC_009584	Gm11110	1.14609	1.51158	1.5322	1.0852	OK	1.32884	1.3087	-0.0220287	-0.0127863	0.98435	0.998533	no
XLOC_010450	Ptar1	3.66899	2.83536	2.96945	3.43685	OK	3.25218	3.20315	-0.0219155	-0.0325093	0.96205	0.998533	no
XLOC_017277	Tigd2	12.2412	13.582	11.3364	14.0983	OK	12.9116	12.7173	-0.0218729	-0.0609637	0.93135	0.997713	no
XLOC_009687	Mtpap	13.1232	18.9063	16.8851	14.6659	OK	16.0148	15.7755	-0.0217197	-0.063692	0.92825	0.997713	no
XLOC_001732	Ntn4	16.1116	13.3422	14.7876	14.2273	OK	14.7269	14.5075	-0.0216589	-0.0572245	0.93325	0.997713	no
XLOC_019648	Eif3k	142.239	160.121	151.858	145.999	OK	151.18	148.929	-0.0216484	-0.0744707	0.9139	0.997713	no
XLOC_008940	Yipf3	50.6943	57.9828	57.9987	49.0601	OK	54.3385	53.5294	-0.021644	-0.0756698	0.9142	0.997713	no
XLOC_005916	Scamp1	29.1515	20.5398	24.3075	24.6447	OK	24.8457	24.4761	-0.0216201	-0.0751387	0.9143	0.997713	no
XLOC_010578	Sufu	8.67403	9.52262	8.08501	9.84124	OK	9.09832	8.96312	-0.0215988	-0.0625448	0.9307	0.997713	no
XLOC_009921	Grp	5.86457	7.72201	6.10137	7.28474	OK	6.79329	6.69306	-0.0214459	-0.0225461	0.9759	0.998533	no
XLOC_019822	Cyth2	42.1954	45.6824	44.561	42.0245	OK	43.9389	43.2927	-0.0213736	-0.0742755	0.91435	0.997713	no
XLOC_013966	Polr3gl	17.2072	15.2525	18.1778	13.8073	OK	16.2299	15.9926	-0.0212494	-0.0487649	0.94855	0.997713	no
XLOC_000357	Ccdc93	1.5549	2.2603	1.86649	1.89296	OK	1.9076	1.87973	-0.0212392	-0.0474657	0.944	0.997713	no
XLOC_003603	Arf1	281.469	242.801	280.736	235.874	OK	262.135	258.305	-0.0212336	-0.0791425	0.91115	0.997713	no
XLOC_021418	Rnaseh2a	20.6654	22.4375	22.2296	20.2446	OK	21.5514	21.2371	-0.021197	-0.0634313	0.93165	0.997713	no
XLOC_008175	Vpreb1	0.121631	0.254218	0.280014	0.0903781	NOTEST	0.187925	0.185196	-0.021101	0	1	1	no
XLOC_020730	Hapln4	4.25127	3.47226	4.2485	3.36324	OK	3.86177	3.80587	-0.0210353	-0.0401882	0.952	0.997713	no
XLOC_002927	Nufip2	4.61882	4.75061	4.4287	4.80546	OK	4.68472	4.61708	-0.0209806	-0.0676325	0.9242	0.997713	no
XLOC_003266	Tmem104	7.95564	6.06263	7.95268	5.86419	OK	7.00913	6.90843	-0.0208768	-0.0572705	0.9351	0.997713	no
XLOC_011574	Ccdc73	0.20764	0.283289	0.249882	0.233999	NOTEST	0.245464	0.241941	-0.0208607	0	1	1	no
XLOC_006161	Ptger2	0.322594	0.167678	0.0505926	0.432658	NOTEST	0.245136	0.241625	-0.0208121	0	1	1	no
XLOC_001650	Sf3a2	41.6859	23.8197	43.6723	20.8965	OK	32.7528	32.2844	-0.02078	-0.0731758	0.92465	0.997713	no
XLOC_017428	Chl1	19.6999	13.2067	14.8784	17.5588	OK	16.4533	16.2186	-0.020726	-0.0738752	0.91755	0.997713	no
XLOC_003717	Slc25a11	69.1061	65.7542	69.7837	63.1614	OK	67.4302	66.4725	-0.0206359	-0.0729091	0.9192	0.997713	no
XLOC_007280	Copz1	161.826	136.169	161.549	132.219	OK	148.997	146.884	-0.0206089	-0.0767626	0.91225	0.997713	no
XLOC_013499	Olfm3	1.72702	1.28281	1.18685	1.78048	OK	1.50492	1.48366	-0.0205205	-0.0344345	0.9587	0.998389	no
XLOC_003497	Ttc1	53.2586	78.0677	55.2364	74.2384	OK	65.6631	64.7374	-0.0204839	-0.0688597	0.9217	0.997713	no
XLOC_001472	Nus1	8.4131	7.63024	7.71952	8.09774	OK	8.02167	7.90863	-0.0204759	-0.0600974	0.931	0.997713	no
XLOC_001130	Rasal2	3.69632	3.56391	3.96763	3.19035	OK	3.63012	3.57899	-0.0204623	-0.0457717	0.95225	0.997713	no
XLOC_011147	Nsmf	80.9353	70.0187	81.1855	67.6433	OK	75.477	74.4144	-0.020455	-0.075611	0.9134	0.997713	no
XLOC_007902	Ccdc50	3.08541	3.94407	3.00165	3.92916	OK	3.51474	3.4654	-0.0203955	-0.053546	0.9415	0.997713	no
XLOC_009034	Lpin2	6.18066	7.07912	5.77626	7.29752	OK	6.62989	6.53689	-0.0203817	-0.0586256	0.9344	0.997713	no
XLOC_023300	Igbp1	18.7344	20.5383	19.3624	19.3598	OK	19.6364	19.3611	-0.0203656	-0.05204	0.94125	0.997713	no
XLOC_022300	Acaa1a	88.9163	99.1056	93.7261	91.6631	OK	94.0109	92.6946	-0.0203437	-0.0716998	0.9176	0.997713	no
XLOC_002098	Sirt1	3.89455	3.7499	2.72753	4.80991	OK	3.82222	3.76872	-0.0203385	-0.0429404	0.94945	0.997713	no
XLOC_007651	Slc38a2	54.532	44.9982	46.1923	51.9472	OK	49.7651	49.0697	-0.0203012	-0.0744198	0.91665	0.997713	no
XLOC_000374	Eif2d	41.1467	40.017	42.6161	37.4245	OK	40.5819	40.0203	-0.0201036	-0.0661188	0.92595	0.997713	no
XLOC_013476	Lamtor5	76.293	92.6287	85.1023	81.4854	OK	84.4608	83.2938	-0.020073	-0.0617942	0.93035	0.997713	no
XLOC_010740	Rtn3	158.409	137.338	144.616	147.054	OK	147.874	145.835	-0.0200256	-0.0717264	0.9189	0.997713	no
XLOC_009259	Pigq	29.4694	24.8153	28.9343	24.6052	OK	27.1423	26.7698	-0.0199415	-0.0687853	0.92315	0.997713	no
XLOC_010685	Banf1	505.952	448.327	532.665	408.575	OK	477.14	470.62	-0.0198492	-0.0652795	0.9286	0.997713	no
XLOC_004527	Ahsa1	141.842	141.331	144.007	135.3	OK	141.586	139.653	-0.0198332	-0.071845	0.91665	0.997713	no
XLOC_017503	Slc6a13	3.94165	36.9602	27.0208	13.3233	OK	20.4509	20.1721	-0.0198069	-0.0523534	0.9418	0.997713	no
XLOC_021209	Ddhd2	2.65151	3.77398	3.02529	3.31303	OK	3.21275	3.16916	-0.0197065	-0.0426437	0.9502	0.997713	no
XLOC_008126	Rogdi	64.0207	61.3888	66.2046	57.5105	OK	62.7047	61.8576	-0.0196242	-0.0655775	0.9269	0.997713	no
XLOC_000233	Mff	152.291	165.05	148.427	164.641	OK	158.67	156.534	-0.0195584	-0.0724709	0.91985	0.997713	no
XLOC_014554	Pomgnt1	59.0941	52.549	56.5403	53.6181	OK	55.8216	55.0792	-0.0193147	-0.069646	0.91915	0.997713	no
XLOC_009080	Prkce	4.11133	3.03423	3.14126	3.90948	OK	3.57278	3.52537	-0.0192721	-0.0440249	0.94915	0.997713	no
XLOC_005860	Srd5a1	14.7397	13.9819	16.6067	11.7376	OK	14.3608	14.1721	-0.019083	-0.0550965	0.93855	0.997713	no
XLOC_014277	Chmp5	115.952	135.344	123.066	124.936	OK	125.648	124.001	-0.0190349	-0.0673526	0.9252	0.997713	no
XLOC_016135	Psmd9	32.6372	29.4765	34.0764	27.225	OK	31.0569	30.6507	-0.0189929	-0.0652307	0.92475	0.997713	no
XLOC_018921	Clns1a	52.8246	49.1013	47.8642	52.7421	OK	50.9629	50.3031	-0.0187999	-0.0686214	0.9234	0.997713	no
XLOC_013515	Arhgap29	0.683708	3.45536	2.45532	1.63032	OK	2.06953	2.04282	-0.0187431	-0.033949	0.96265	0.998533	no
XLOC_016495	Bod1l	5.03196	6.38737	5.36256	5.90943	OK	5.70967	5.636	-0.018736	-0.0603809	0.93505	0.997713	no
XLOC_021236	Eri1	13.1109	9.92413	11.2648	11.4737	OK	11.5175	11.3693	-0.0186889	-0.0597427	0.93205	0.997713	no
XLOC_003114	B230217C12Rik	19.1413	18.329	18.0918	18.8963	OK	18.7351	18.494	-0.0186856	-0.0420023	0.9533	0.997713	no
